Core_Section	Interval_cm	ODPdepth_m	ODPage_ka	BehlDepth_m	BehlAge_ka	HendyDepth_m	HendyAge_yrs	pach.d18O	pach.d13C	bull.d18O	bull.d13C
5H-02	89	37.11	24.237	37.27	24.341	39.52	24260	2.541	0.035	2.794	-0.642
5H-02	96	37.18	24.286	37.34	24.396	39.59	24306	2.711	0.007	2.641	-0.859
5H-02	103	37.25	24.334	37.41	24.445	39.66	24353	2.696	0.147	2.808	-0.697
5H-02	110	37.32	24.383	37.49	24.493	39.74	24405	2.587	-0.045	2.749	-0.872
5H-02	117	37.39	24.431	37.56	24.542	39.81	24452	2.604	-0.111	2.83	-0.766
5H-02	124	37.46	24.48	37.63	24.597	39.88	24498	2.601	-0.064	2.692	-0.908
5H-02	138	37.6	24.576	37.78	24.694	40.03	24597	2.597	-0.073	2.696	-0.818
5H-02	145	37.67	24.625	37.85	24.743	40.1	24643	2.26	-0.416	2.544	-0.916
893A 05H 3	5	37.73	24.666	37.91	24.791	40.16	24683	2.652	-0.148	2.842	-0.86
5H-03	12	37.8	24.715	37.98	24.84	40.23	24729	2.528	-0.059	2.62	-0.892
5H-03	19	37.87	24.763	38.05	24.888	40.3	24775	2.176	0.172	2.368	-0.818
5H-03	26	37.94	24.812	38.13	24.936	40.38	24828	2.382	-0.101	2.793	-0.659
5H-03	33	38.01	24.861	38.2	24.985	40.45	24875	2.585	0.021	2.661	-0.684
5H-03	40	38.08	24.909	38.27	25.034	40.52	24921	2.274	-0.163	2.524	-0.753
5H-03	47	38.15	24.957	38.34	25.089	40.59	24967	2.375	0.187	2.544	-0.905
5H-03	54	38.22	25.006	38.41	25.137	40.66	25013	2.443	-0.059	2.608	-1.037
5H-03	61	38.29	25.054	38.48	25.186	40.73	25060	2.601	-0.03	2.665	-0.757
5H-03	68	38.36	25.103	38.55	25.235	40.8	25106	2.451	-0.069	2.699	-0.797
5H-03	75	38.412	25.139	38.61	25.269	40.86	25145	2.521	0.094	2.62	-0.781
5H-03	89	38.53	25.221	38.73	25.352	40.98	25225	2.343	0.015	2.803	-0.751
5H-03	96	38.57	25.248	38.77	25.38	41.02	25251	2.551	0.083	2.73	-0.76
5H-03	110	38.71	25.345	37.78	24.694	40.03	24597	2.215	0.033	1.995	-0.818
5H-03	117	38.766	25.384	37.85	24.743	40.1	24643	2.636	-0.028	2.279	-1.008
5H-03	124	38.83	25.429	37.91	24.791	40.16	24683	2.531	-0.092		
5H-03	131	38.9	25.477	37.98	24.84	40.23	24729	2.578	-0.042	2.621	-0.866
5H-03	138	38.97	25.526	38.05	24.888	40.3	24775	2.554	-0.131		
5H-03	145	39.057	25.586	38.13	24.936	40.38	24828	2.596	-0.123		
893A 05H 4	10	39.17	25.665	38.2	24.985	40.45	24875	2.659	-0.168	2.674	-0.899
893A 05H 4	17	39.21	25.689	38.27	25.034	40.52	24921	2.517	-0.288		
893A 05H 4	26	39.26	25.728	38.34	25.089	40.59	24967	2.686	-0.1	2.514	-1.112
893A 05H 4	34	39.33	25.775	39.55	25.921	41.8	25766	2.634	-0.118	2.666	-0.949
893A 05H 4	42	39.41	25.831	39.64	25.984	41.89	25826	2.677	-0.18	2.506	-1.249
893A 05H 4	49	39.48	25.88	39.71	26.033	41.96	25872	2.608	-0.117	2.626	-1.035
893A 05H 4	55	39.54	25.921	39.77	26.074	42.02	25912	2.402	-0.42		
893A 05H 4	62	39.61	25.97	39.84	26.123	42.09	25958	2.687	-0.139	2.595	-1.237
893A 05H 4	69	39.68	26.019	39.92	26.178	42.17	26011	2.694	-0.113	2.496	-1.156
893A 05H 4	76	39.75	26.067	39.99	26.227	42.24	26057	2.785	-0.123	2.566	-1.251
893A 05H 4	86	39.82	26.118	40.06	26.283	42.31	26103	2.51	-0.194	2.275	-1.327
893A 05H 4	95	39.9	26.172	40.15	26.338	42.4	26163	2.534	-0.203	2.498	-1.039
893A 05H 4	103	39.98	26.227	40.23	26.401	42.48	26216	2.443	-0.195	2.343	-1.357
893A 05H 4	109	40.04	26.269	40.29	26.442	42.54	26255	2.386	-0.013	2.392	-1.118
893A 05H 4	114	40.12	26.324	40.38	26.498	42.63	26315	2.257	-0.324	2.324	-1.023
893A 05H 4	121	40.16	26.351	40.42	26.526	42.67	26341	2.573	0.034		
893A 05H 4	129	40.22	26.395	40.48	26.575	42.73	26381	2.43	-0.097	2.502	-0.99
893A 05H 4	131	40.24	26.408	40.5	26.588	42.75	26394			2.64	-0.788
893A 05H 4	136	40.29	26.443	40.55	26.623	42.8	26427	2.492	-0.065	2.665	-0.82
893A 05H 4	143	40.35	26.485	40.62	26.665	42.87	26473	2.518	-0.075	2.526	-0.867
893A 05H 5	5	40.45	26.554	40.72	26.741	42.97	26539	2.311	-0.263	2.244	-0.969
893A 05H 5	12	40.52	26.602	40.79	26.79	43.04	26592	2.46	-0.023	2.585	-0.976
893A 05H 5	19	40.59	26.651	40.86	26.839	43.11	26638	2.454	-0.212	2.559	-0.881
893A 05H 5	26	40.66	26.7	40.94	26.888	43.19	26691	2.628	-0.239	2.188	-1.004
893A 05H 5	35	40.743	26.757	41.02	26.943	43.27	26744	2.036	0.081	2.328	-0.841
893A 05H 5	42	40.81	26.804	41.09	26.992	43.34	26790	2.414	0.031		
893A 05H 5	49	40.88	26.853	41.16	27.041	43.41	26837	2.384	-0.303	2.209	-0.885
893A 05H 5	56	40.95	26.901	41.23	27.096	43.48	26883	2.408	-0.159	2.329	-1.072
893A 05H 5	63	41.02	26.95	41.3	27.145	43.55	26929	2.276	0.028	2.464	-0.94
893A 05H 5	70	41.09	26.999	41.37	27.194	43.62	26975	2.044	-0.058	2.253	-1.022
893A 05H 5	76	41.15	27.04	41.44	27.236	43.69	27022	2.177	0.089	2.521	-0.857
893A 05H 5	83	41.22	27.089	41.51	27.284	43.76	27068	2.16	0.134	2.701	-0.592
893A 05H 5	90	41.29	27.138	41.58	27.333	43.83	27135	2.109	0.174	2.366	-0.773
893A 05H 5	97	41.36	27.187	41.65	27.382	43.9	27202	2.172	-0.184	2.311	-0.878
893A 05H 5	105	41.44	27.243	41.73	27.444	43.98	27278	2.347	-0.769	2.136	-0.701
893A 05H 5	111	41.5	27.284	41.79	27.486	44.04	27335	2.28	-0.211	2.034	-0.991
893A 05H 5	118	41.57	27.333	41.86	27.535	44.11	27402	2.367	-0.173	2.107	-0.857
893A 05H 5	125	41.64	27.382	41.94	27.584	44.19	27478	2.147	-0.249	2.087	-0.848
893A 05H 5	135	41.74	27.452	42.04	27.654	44.29	27068	2.264	-0.005	2.391	-0.615
893A 05H 5	141	41.8	27.493	42.1	27.695	44.35	27654	1.715	0.33	1.804	-0.807
893A 05H 6	3	41.89	27.556	42.19	27.765	44.44	27774	2.135	-0.065	2.509	-0.554
893A 05H 6	10	41.96	27.605	42.27	27.814	44.52	27881	2.449	-0.062	2.597	-0.668
893A 05H 6	22	42.08	27.688	42.4	27.904	44.65	28055	2.352	-0.377	2.555	-0.914
893A 05H 6	32	42.14	27.733	42.46	27.953	44.71	28135	2.391	-0.157	2.466	-1.032
893A 05H 6	41	42.22	27.786	42.55	28.009	44.8	28226	2.444	-0.065	2.399	-0.684
893A 05H 6	48	42.277	27.826	42.61	28.051	44.86	28286	2.456	-0.051	2.538	-0.736
893A 05H 6	55	42.33	27.863	42.66	28.093	44.91	28336	2.538	-0.264		
893A 05H 6	62	42.4	27.911	42.74	28.149	44.99	28415	2.239	-0.14	2.349	-0.725
893A 05H 6	69	42.45	27.948	42.79	28.183	45.04	28465	2.632	-0.344	2.453	-0.935
893A 05H 6	76	42.52	27.995	42.87	28.232	45.12	28545	2.396	-0.318	2.275	-0.944
893A 05H 6	82	42.57	28.032	42.92	28.274	45.17	28595	2.505	-0.265	2.57	-0.963
893A 05H 6	94	42.64	28.079	43	28.323	45.25	28675	2.491	-0.165	2.753	-0.851
893A 05H 6	105	42.7	28.122	43.06	28.372	45.31	28734	2.489	-0.246	2.614	-0.716
893A 05H 6	112	42.75	28.156	43.12	28.407	45.37	28794	2.406	0.027	2.503	-0.716
893A 05H 6	117	42.8	28.19	43.17	28.442	45.42	28844	2.391	-0.391	2.355	-1.037
893A 05H 6	119	42.82	28.204	43.19	28.464	45.44	28864	2.459	-0.052	2.776	-0.763
893A 05H 6	124	42.87	28.239	43.25	28.5	45.5	28924	2.283	0.09	2.348	-0.896
893A 05H 6	131	42.94	28.288	43.32	28.559	45.57	28993	2.245	0.075	2.456	-0.668
893A 05H 6	138	42.97	28.311	43.35	28.581	45.6	29023	2.349	0.162	2.436	-0.696
893A 05H 6	147	43.05	28.365	43.44	28.64	45.69	29113	2.401	-0.04	2.366	-0.75
893A 05H 7	5	43.11	28.407	43.5	28.691	45.75	29173	1.532	0.018	1.742	-1.005
893A 05H 7	12	43.18	28.546	43.57	28.743	45.82	29232	1.834	0.345	1.519	-0.95
893A 05H 7	19	43.25	28.954	43.64	28.797	45.89	29306	1.789	0.39	1.984	-0.83
893A 05H 7	26	43.32	29.004	43.71	28.853	45.96	29379	1.877	0.536	2.027	-0.601
893A 05H 7	35	43.41	29.069	43.81	28.925	46.06	29483	2.387	0.016	2.628	-0.793
893A 05H 7	42	43.488	29.125	43.89	28.989	46.14	29566	2.574	-0.012	2.582	-0.697
893A 05H 7	49	43.55	29.171	43.95	29.037	46.2	29629	2.405	-0.158	2.763	-0.672
893A 05H 7	56	43.62	29.22	44.02	29.093	46.27	29702			2.459	-0.77
893A 05H C	3	43.74	29.307	44.09	29.148	46.34	29775	2.379	-0.075	2.584	-0.798
893A 05H C	10	43.94	29.439	44.15	29.204	46.4	29837	2.556	0.016	2.735	-0.703
